song_id,File,genres,moods,tags,bpm,tune,mode,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,chroma_13,chroma_14,chroma_15,chroma_16,chroma_17,chroma_18,chroma_19,chroma_20,chroma_21,chroma_22,chroma_23,chroma_24,chroma_25,chroma_26,chroma_27,chroma_28,chroma_29,chroma_30,chroma_31,chroma_32,chroma_33,chroma_34,chroma_35,chroma_36,chroma_37,chroma_38,chroma_39,chroma_40,chroma_41,chroma_42,chroma_43,chroma_44,chroma_45,chroma_46,chroma_47,chroma_48,chroma_49,melspectrogram,spectral_centroid
78,Кишлак + автостопом по фазе сна type beat убитый.mp3,Alternative Rock,Depressed,"кишлак, автостопом по фазе сна",172,A,minor,-86.21556,150.20465,-19.826296,31.256636,12.451494,10.033715,1.7621008,12.5857315,1.3161569,8.725065,2.7899058,3.6958494,-4.5644965,3.6813638,-3.8901076,4.4283724,0.0796931,2.9031734,-1.78273,0.03310269,-8.05179,-1.0053205,-1.1021814,0.8899319,-1.1634116,1.9537091,-5.1576834,-1.9210151,-4.5595965,-4.6201406,-2.8552773,2.5568578,-1.6219091,1.1740742,-1.1465721,-1.2405486,-4.732959,-1.0034732,0.29030225,1.2158781,-1.8775759,-1.114378,-3.2193108,-1.7998407,-3.8830328,-2.128699,-1.1331873,1.1053181,-0.9805641,-1.3714675,0.6370286,0.60485584,0.5069921,0.45342317,0.42562354,0.41068852,0.40027186,0.40105763,0.39712948,0.39240086,0.3940188,0.40111586,0.41800725,0.43719766,0.46048087,0.49158233,0.53245044,0.5704546,0.58338076,0.5645706,0.54950607,0.5334447,0.51907283,0.5006951,0.4871197,0.49435574,0.47573334,0.4685887,0.48062903,0.5049371,0.49401549,0.47488132,0.46875918,0.47278202,0.47792733,0.48435202,0.49479505,0.49743629,0.49558958,0.47588766,0.46282953,0.45136967,0.43219146,0.43162218,0.47654662,0.5429952,0.6262667,0.5966684,0.5827623,0.6260305,30.96026,2576.7923243565137
79,Кишлак + автостопом поф фазе сна type beat СХИК1.mp3,Alternative Rock,Sad,"punk, rock",77,C#,major,-279.73886,147.03343,14.764282,30.86658,10.758785,13.449929,6.0112696,14.000549,5.9796963,9.64296,4.402905,3.8480518,3.8582888,4.753521,0.33431357,0.8912687,-0.39306796,-1.4182494,-1.0266284,-2.6644835,-2.6597438,-0.5814664,2.2218275,2.3927882,2.1338289,0.8830747,0.6907804,-1.5564034,-2.1627786,-0.62987113,-0.48583743,-1.0659989,-1.2400045,0.15121369,-0.042131398,-0.14305729,0.78779244,1.7466354,-0.0123545015,-2.9867387,-2.6465106,-1.568116,-0.9184773,-0.65160364,1.2810094,1.342838,1.0507944,-0.65400743,0.1585596,0.24150878,0.54294205,0.5470593,0.5497069,0.55534375,0.5670526,0.56782997,0.5597,0.5506666,0.5498527,0.5558457,0.5629974,0.56822044,0.57282805,0.5777124,0.56847876,0.5595222,0.5532848,0.55352503,0.5620478,0.59694064,0.6484843,0.66016865,0.6421252,0.597647,0.5381876,0.5077882,0.49592757,0.49048066,0.48484683,0.4897372,0.5041171,0.52896136,0.5643113,0.59627855,0.61982214,0.63040954,0.62117654,0.6110857,0.5989467,0.5828437,0.57233936,0.5740006,0.5786295,0.5761863,0.56187034,0.5442008,0.5326839,0.52862,0.5279827,0.5362727,2.3590577,1524.4262616124586
80,Кишлак + Апфс + схик1 type beat феназепам.mp3,Alternative Rock,Depressed,"кишлак, апфс",140,F,major,-268.17523,123.933495,55.33893,43.742615,16.35876,16.517208,8.327848,10.011246,2.259829,-3.8922417,-6.9777646,-1.1089143,-1.2404343,0.82811975,-3.5413163,-0.17484161,-2.496537,-2.0823755,-5.026742,-5.144921,-7.91374,-5.1766543,-3.973913,0.51133764,-0.21846549,0.75960475,-2.3194938,-3.4710777,-8.3816,-6.6115823,-5.817932,-2.3353205,-2.889854,-2.4277282,-4.3879213,-4.2313337,-4.4855094,-1.256114,-0.7092979,-0.8616027,-3.0527153,-3.6121185,-4.4413047,-2.8930864,-2.4096053,-1.1711072,-0.74769557,0.50832814,1.7962387,2.280184,0.577569,0.56515014,0.55744284,0.5570621,0.5613004,0.5695424,0.57818156,0.5882903,0.59917444,0.6074848,0.61221826,0.611268,0.6087473,0.6079852,0.6111095,0.6152435,0.614304,0.60537577,0.5995956,0.599029,0.59333104,0.5712983,0.536385,0.50103426,0.46731216,0.4419892,0.42813006,0.421552,0.42059648,0.42024687,0.4178626,0.41469434,0.41429612,0.41932306,0.43084446,0.44764057,0.4620333,0.46452138,0.45516384,0.44559768,0.4405016,0.4396926,0.44160375,0.4523666,0.46946052,0.48910365,0.5053745,0.5264109,0.55119383,0.57231915,13.038271,1517.886433231594
81,Кишлак + нэнси холод type beat мои шрамы.mp3,Alternative Rock,Sad,кишлак,164,Ab,minor,-134.15962,129.45192,-27.991985,52.496765,12.956696,17.032223,-4.77845,4.1147485,-2.0399823,9.977114,-2.2258575,1.2080585,-0.78039604,2.512035,-5.036036,3.1199713,-0.1588698,-3.465424,-5.176633,-3.801915,-11.07447,-6.680054,-1.2453278,0.22306097,3.5868847,8.1538105,7.341071,5.4724298,-0.70257264,-2.4523473,-6.890673,-7.7427526,-4.3496556,-0.53105474,-1.4473505,-0.8272967,-2.9158695,-3.7643204,-2.4322526,-0.31861576,0.3012936,-1.1685222,-3.4934952,-4.5105963,-3.4263978,-3.1297529,-5.25205,-4.8318863,-3.3033102,1.2369381,0.23060116,0.22850417,0.24159521,0.27574694,0.27843398,0.28371143,0.29628175,0.31910485,0.3503286,0.3966663,0.47153652,0.5444848,0.6404745,0.7311146,0.70867413,0.66800404,0.6439259,0.6266469,0.5840356,0.5168585,0.4651923,0.44415835,0.41901416,0.39893478,0.39424202,0.39424905,0.3846307,0.37262005,0.37162304,0.3759035,0.36239147,0.3529725,0.3590629,0.36845535,0.36421853,0.35140693,0.34456688,0.33126053,0.32564542,0.3233973,0.33419982,0.35978314,0.3787353,0.35431033,0.3252572,0.30938765,0.31722152,0.29598522,0.26123235,0.24015485,12.97797,2711.2897888185166
82,Кишлак + три дня дождя type beat зеркало.mp3,Alternative Rock,Sad,"guitar type beat, кишлак",172,Ab,minor,-118.92408,109.23926,-21.157246,52.04847,17.7654,13.868488,1.1352458,16.06531,0.3150732,9.92974,-1.9202178,7.1597905,3.726498,12.8387,3.1673658,2.9136047,-0.715327,3.5822077,-3.5194478,1.6665322,-2.2520432,3.8848462,2.9135275,9.167086,2.336735,5.7478337,2.9380863,3.0645735,-2.4767148,0.24843432,-4.650192,-1.7903303,1.4079523,6.4526114,6.3007374,8.248166,3.0443447,0.5020885,-0.21073166,1.3088865,0.36608884,4.0485315,-0.3646738,-4.379625,-2.686496,-0.50117725,-1.9240987,0.30641776,-0.122095615,0.85952985,0.5568589,0.53457797,0.51741415,0.50766456,0.51603574,0.52915514,0.51436055,0.5131175,0.5364582,0.57041335,0.58378667,0.60221636,0.65197194,0.7078244,0.68672854,0.66210043,0.6543205,0.61867946,0.59339064,0.55854005,0.5354287,0.5186946,0.51909477,0.527992,0.5398147,0.5627098,0.5567955,0.50868034,0.46584517,0.45773336,0.45481285,0.43532956,0.430732,0.44233516,0.44677332,0.4438909,0.4409424,0.44166368,0.4520686,0.4782188,0.51070243,0.5494822,0.59709805,0.6179943,0.62217534,0.621432,0.64075977,0.6327137,0.6034923,0.5835823,11.767009,3466.6181477412965
83,Кишлак x CUPSIZE x Три дня дождя x Эскапист.mp3,Alternative Rock,Depressed,"beat cupsize type beat, kishlak",150,C,major,-113.54229,118.0394,-26.82814,45.108643,-1.2803199,20.245506,-16.011028,3.5707002,-4.271479,9.527507,-6.9281087,7.004497,-2.5178905,8.660737,-3.1552083,-1.0870595,-10.022743,-1.4234892,-9.618857,-0.3279733,-5.865768,-0.39471853,-7.355211,-1.1746653,-3.127843,3.672038,-2.4205678,-0.53639615,-4.497841,0.3703095,-5.6050615,-4.357041,-4.273586,-0.97751224,-3.134706,-2.5668964,-2.8729606,-0.57469153,1.0762571,1.7899566,-1.6744888,-3.2810233,-4.952715,-6.09272,-2.9106996,-2.9906623,-7.466877,-6.659724,-0.18234672,-3.2730749,0.46325323,0.43158478,0.39684835,0.3895277,0.37677687,0.33643568,0.3362301,0.36369705,0.39073217,0.3744402,0.30472395,0.2645682,0.236237,0.22549441,0.30994594,0.42601824,0.55037636,0.64504695,0.5473133,0.3916696,0.28585073,0.23532782,0.22269355,0.22096907,0.22121875,0.23394947,0.23618445,0.27393964,0.34151828,0.3672195,0.3496554,0.31521356,0.27869353,0.2866261,0.2931652,0.3180095,0.34427297,0.38095522,0.40079966,0.34954935,0.33208102,0.29990855,0.2647666,0.25064567,0.26557687,0.3324462,0.4420138,0.42253715,0.44799885,0.49903634,3.856163,3647.3754493236784
84,Нэнси холод + кишлак + апфс type beat под луной.mp3,Alternative Rock,Dark,"нэнси холод, кишлак, апфс",130,A,major,-157.08215,115.29442,13.544608,53.845337,6.122205,23.876507,-3.884241,18.908274,-0.7913392,15.009361,0.41325656,6.6202145,-0.64236844,4.6974025,1.755001,3.783803,-2.0829766,1.6234703,-5.063803,-4.80827,-8.448036,-2.925256,-2.3945959,-2.473733,-3.483477,-0.2505716,-1.7920642,-1.4114735,-3.3191216,-2.9578161,-2.7776854,-1.6625766,-3.9913573,-4.3864465,-1.7976509,-0.02527982,1.1889011,0.14802499,-0.10297729,-1.2813944,0.29951164,-1.7187349,-0.47493413,-1.4244173,-0.29718363,-0.509187,0.4535962,-1.5438365,0.535097,-2.193842,0.3961966,0.38773057,0.38027164,0.38887,0.40307608,0.40058523,0.37920827,0.37097648,0.36972895,0.37158918,0.37589106,0.37536252,0.38346398,0.40000775,0.4236001,0.45320746,0.4815724,0.51198894,0.5315342,0.5327422,0.5293486,0.53048944,0.5414739,0.54799753,0.55606586,0.57692075,0.5964616,0.6167488,0.63682634,0.6514234,0.6673436,0.68870664,0.7195635,0.75214016,0.78410953,0.79652,0.79571706,0.7878563,0.7662774,0.73950624,0.7054513,0.67820203,0.64677894,0.61456555,0.5864943,0.55346483,0.51974225,0.47599494,0.438474,0.41166052,15.269364,2981.0151643174668
85,Переходный возрастalternative rock.mp3,Alternative Rock,Energetic,"17seventeen x cupsize, alternative rock",135,Bb,major,-111.47122,166.49725,-44.959408,30.979969,8.459154,17.16655,-8.712049,13.401756,-5.7211013,6.0360036,-0.7734077,2.5933073,-3.0258396,0.8343585,0.19175114,-1.0184863,-1.6396593,0.79270476,1.1621485,-2.8785615,-0.6120814,-3.9697018,-2.2550538,-5.0739613,-3.327328,-3.195134,0.96695614,2.2415023,1.020664,-2.0739975,-2.4503498,-2.7187047,-2.1562395,1.2098545,-0.5458533,-0.24673542,-0.24695835,-1.2002598,-2.7983177,-2.2467136,-2.3512025,-2.0319202,-3.5154195,-4.4346447,-3.3689356,-3.1956236,-2.328208,-2.2073054,-0.5625448,-2.6873007,0.5940913,0.58114886,0.51910436,0.482475,0.45754018,0.44241777,0.44143024,0.48455527,0.5733295,0.6318594,0.58865917,0.51014096,0.45073238,0.3999522,0.38503972,0.40333465,0.42424184,0.42913985,0.43175143,0.43154237,0.45635357,0.4694938,0.46226174,0.4380451,0.4119183,0.4152624,0.39380023,0.38130403,0.39428678,0.4122208,0.43289626,0.4222508,0.4214451,0.4368668,0.43497756,0.44456297,0.47065285,0.5078745,0.575452,0.5845809,0.5722939,0.60525566,0.66124123,0.6840097,0.6466964,0.5890628,0.5662121,0.5540505,0.54197663,0.5719212,10.394985,2466.29705806978
86,последний день.mp3,Alternative Rock,Sad,"pop rock type beat, sad rock",100,E,minor,-118.22699,139.22357,-21.74787,30.759233,5.2175,22.88046,-6.0594726,9.265042,-6.441501,6.9521832,-3.5805697,4.172726,-2.088713,4.0809183,-4.770748,-2.164571,-7.5095286,0.6498046,-1.0250299,0.8772084,-2.5006285,3.7962174,3.25163,3.6102042,0.66627824,1.7445571,-0.8007036,-4.1858034,-3.3523753,-3.1181588,-2.4828758,0.99353635,3.488542,5.5299416,3.3811276,0.16308144,-3.940108,-5.235163,-3.5584106,-2.1026309,-1.6048441,-3.143457,-4.6656127,-3.9532638,-2.612348,-1.1726958,-0.7072353,1.2719141,4.1604486,3.9775906,0.44762233,0.41268256,0.37652913,0.3529566,0.36015594,0.44444865,0.47073686,0.3706276,0.37686294,0.39076537,0.39914215,0.38823032,0.4110149,0.4717067,0.52896464,0.5679602,0.647015,0.71526885,0.71435577,0.6655939,0.5965872,0.5563923,0.5010382,0.45707634,0.45538127,0.49667808,0.5647619,0.5439757,0.45599547,0.39706102,0.3822415,0.36799142,0.34280324,0.34391183,0.3652374,0.34189558,0.31992355,0.33013576,0.34424144,0.34272468,0.33344778,0.33874786,0.3548465,0.36583886,0.3872109,0.4424916,0.5464599,0.6945557,0.62751335,0.49824512,11.070651,2648.579083861884
87,Пошлая молли + cupsize type beat бросил школу.mp3,Alternative Rock,Crazy,"cupsize, пошлая молли",100,D,major,-60.424664,124.14133,-36.23406,37.875217,9.366927,16.008394,-9.892495,11.324179,1.3956813,10.758787,-1.7116457,7.306029,-2.05262,6.667628,-6.453589,0.8286641,-5.937122,1.6150472,-5.4284134,2.885085,-4.9983096,1.9145763,-2.316293,0.8306516,-7.592519,-1.205537,-7.187844,0.8662519,-2.421334,2.5425968,-4.778426,-1.2232064,-7.933425,-5.130956,-6.3482466,3.4770653,-2.9537508,-2.4355137,-3.9529068,-1.2550889,-4.027644,-0.2713897,-3.6249456,-1.3062607,-1.0775509,1.9037101,-1.3098781,-2.3549714,-5.1496205,-4.816494,0.38811606,0.41789696,0.44278425,0.4881838,0.57185245,0.58278495,0.5765875,0.6052387,0.6813656,0.6679853,0.6366484,0.56780714,0.5015457,0.4673314,0.4311212,0.42187607,0.41547185,0.40993062,0.38833258,0.37230414,0.37230724,0.36673465,0.38252118,0.431324,0.48931205,0.5391663,0.5032584,0.48097238,0.47995284,0.49718276,0.47218737,0.4591669,0.44174895,0.44856808,0.46626553,0.50545025,0.58381766,0.6401336,0.6423434,0.5986158,0.5349008,0.48006704,0.44509318,0.4079233,0.3997607,0.4032762,0.39152497,0.3800311,0.38621452,0.38716304,10.586961,3574.0474602271447
88,Разбитые колениalternative rock.mp3,Alternative Rock,Energetic,"17seventeen x cupsize, alternative rock",128,C#,minor,-98.68711,154.4541,-43.17979,46.82277,3.1909602,14.855579,-6.4201503,14.0177145,-8.143545,10.763553,-1.8340049,5.9177413,-1.2159194,6.482509,-2.8838098,-2.079607,-7.9574633,-1.7936465,-0.09044553,-2.8753638,0.82441366,1.2843753,2.7015967,2.541845,0.78683716,0.45479986,3.059389,1.8973323,3.405025,0.8299127,-3.8428,-3.2938626,-2.124741,0.54882234,-1.270132,-1.5175297,0.2982114,0.24217841,-0.83172184,-1.0092298,1.1703125,-2.0000663,-1.9236892,-2.187748,1.9168619,-0.5144006,-1.2811582,-2.9589016,1.7142795,1.5960219,0.30539066,0.3117321,0.3305081,0.3762555,0.43158096,0.456275,0.4596318,0.47204792,0.480689,0.4961492,0.5254091,0.5429089,0.58206916,0.63220054,0.6175731,0.61465466,0.62440586,0.6270189,0.5970488,0.51262504,0.43708515,0.41174313,0.38765347,0.39646998,0.45393112,0.46451658,0.4284334,0.38017333,0.34223002,0.3418245,0.3379175,0.35781866,0.41571456,0.47241217,0.5027005,0.44421116,0.38243425,0.3430162,0.31006452,0.27230093,0.25667712,0.26888242,0.28748265,0.2825279,0.26061597,0.26727432,0.28867713,0.2884677,0.28023586,0.29137874,10.370262,2795.1905905806675
89,Сupsize + madk1d type beat Как испортить вечеринку.mp3,Alternative Rock,Crazy,"pop rock, rock",95,D,minor,-67.48494,132.36229,-42.63728,62.489124,4.47745,15.161857,-0.60838574,18.92946,-1.6013083,13.653451,1.0550958,0.41044608,-0.23093128,2.146917,-4.1169877,-2.4321797,-6.938131,-3.0132675,0.06943922,-3.7168567,-0.44021,-1.2392833,1.9035342,-0.28101936,-2.3548152,-1.6772935,-0.9800378,-4.683793,-1.5180807,0.1825461,-0.06295509,-0.09220847,1.1709853,-2.4730394,-3.1254404,-2.3655913,0.44849887,1.0408107,-1.295676,-1.4326923,-1.7153014,-2.8992891,-3.0415125,-0.21984375,2.5766644,1.5516802,0.6544104,-1.3958836,-1.2149614,-3.1708426,0.41627872,0.46472338,0.53523445,0.5736857,0.60376227,0.6357255,0.67143524,0.6749886,0.6466105,0.5947776,0.55932105,0.5281768,0.50129336,0.4837898,0.48192456,0.4960813,0.4804569,0.46824336,0.4783204,0.48362586,0.48770168,0.51639944,0.56376755,0.59237194,0.5863114,0.57878876,0.5785032,0.5825018,0.5633223,0.545628,0.5398274,0.50928414,0.4857644,0.47619945,0.48369357,0.50613683,0.536015,0.49192512,0.43199766,0.38445306,0.35800928,0.32651374,0.31894273,0.32243794,0.3221372,0.32261398,0.34005377,0.36804813,0.36985692,0.38462874,18.472692,3104.272409670895
90,Сквозь года.mp3,Alternative Rock,Sad,"три дня дождя type beat, джизус",152,E,minor,-75.13888,118.09249,-30.29197,51.56404,-3.134544,32.917492,-2.2670772,19.261381,-5.156688,15.541162,2.1251087,8.593049,0.12082338,6.1030455,0.78524876,-0.12037298,-1.408907,0.06521216,3.2418356,0.4694632,3.267268,3.1150937,5.853468,2.0272741,2.4219887,-1.4287288,0.92945975,-0.8598672,-0.3469222,-1.1899467,-1.9285499,-2.545339,-0.9155139,2.0357742,1.141554,-0.016231664,-1.6222867,-1.9742613,-2.3798614,-1.2474759,1.6687225,0.08051055,-0.15812203,-2.0206282,-0.47241253,0.23154868,0.18524893,-2.185048,1.4624531,0.15524094,0.5129045,0.5015606,0.48571715,0.49157602,0.5097736,0.5018453,0.49238732,0.51110345,0.55587465,0.5772619,0.5459721,0.5403805,0.5475724,0.55372643,0.56345576,0.58368254,0.60131556,0.6043473,0.5857165,0.5582806,0.5381432,0.5170374,0.49936825,0.50228924,0.53463364,0.55996376,0.5408882,0.51867324,0.5219536,0.5367933,0.51362365,0.46982083,0.44021162,0.42722243,0.41881004,0.4182524,0.42215613,0.4370373,0.44997436,0.4363018,0.4322556,0.4330002,0.43509758,0.4464464,0.46596634,0.49829248,0.5288519,0.51621413,0.51171094,0.5155711,19.591413,3212.630559793424
91,Три дня дождя + джизус type beat потеряв веру.mp3,Alternative Rock,Depressed,"три дня дождя type beat, джизус",144,G,major,-285.92496,122.42522,34.247715,42.422375,23.567764,23.072388,9.834881,15.971332,3.9364443,9.499944,3.9326136,4.6900206,-0.36990255,3.8418698,-2.031436,-0.40969777,-4.672855,-0.5239786,-2.1486027,-1.6737354,-3.8905728,0.08220344,-1.3602134,0.014251433,-5.2341576,-1.5066949,-1.2794591,0.87515044,-2.5559325,-1.1824973,-3.0886643,0.34077576,-2.141798,-1.4292456,-1.8018975,1.7136312,-2.4582608,-0.54984534,-2.2659771,-0.3806479,-0.56703895,0.06450825,-2.5574188,-1.5204351,-2.087189,-0.4257764,-0.9436764,0.17181437,-2.4296405,-2.7334392,0.5864499,0.57870775,0.5723111,0.57061696,0.5750576,0.579323,0.5884735,0.6037245,0.62497497,0.64364535,0.65064967,0.6412512,0.61862093,0.5896522,0.56229717,0.5475163,0.5393605,0.5360377,0.5320188,0.5267989,0.5232826,0.5169726,0.51303756,0.5127135,0.51494455,0.51884264,0.52417904,0.52760756,0.53113353,0.52971536,0.5227501,0.51305264,0.50668275,0.509689,0.52018666,0.53516775,0.5464791,0.54733396,0.5445701,0.5401014,0.5363339,0.53241587,0.531937,0.5362111,0.54371864,0.55485135,0.571396,0.58139825,0.5885527,0.5917423,4.743175,1902.4388705830088
92,Три дня дождя + кишлак type beat больше смерти.mp3,Alternative Rock,Depressed,"кишлак, три дня дождя",100,A,minor,-151.97147,138.37325,-22.415092,40.864235,-14.879239,18.152363,-8.359467,11.800565,-4.2679825,9.784056,-1.3999965,5.425905,-0.124656186,0.45896488,1.232911,-2.7166564,-1.14009,-6.684825,0.042051498,-8.451995,-2.973514,-3.8123734,1.7623978,-0.9623631,3.843988,1.7196751,3.3683436,-1.3372134,-5.8308873,-8.334833,-4.998661,-1.1457795,-2.1653104,1.495108,-2.7694793,-3.3681545,-6.6946363,2.3290243,2.6118176,1.1700408,-5.2446427,-8.733353,-8.947482,-5.6948357,-2.53547,-1.8614638,-1.528809,-2.990334,0.3182152,0.7402674,0.4880328,0.46627444,0.4205309,0.40712804,0.4004452,0.36014202,0.32734013,0.31175292,0.30289304,0.2907844,0.28092387,0.2887554,0.30719844,0.34078026,0.4224219,0.52347666,0.61581445,0.6798259,0.6510607,0.57552767,0.5258199,0.4953136,0.47748116,0.44141155,0.39323598,0.37102777,0.37579173,0.38401344,0.39063916,0.41081008,0.40974388,0.40928048,0.43907955,0.47703162,0.48342878,0.49146363,0.5117192,0.5317056,0.536615,0.49935222,0.47118318,0.4505472,0.4429987,0.42625314,0.42123717,0.43245465,0.47482935,0.47644016,0.46655667,0.47701237,6.6277523,2857.289346545253
93,Три дня дождя + тринадцать карат type beat лекарство.mp3,Alternative Rock,Sad,"три дня дождя, тринадцать карат",140,A,minor,-145.88298,136.55011,-18.388662,47.486916,10.62589,22.265366,-1.5945672,16.168177,12.97366,10.364321,-5.1932054,9.1003475,3.6731744,-1.7992316,-3.5498338,-4.7664037,-5.707694,3.965692,-0.04882248,-1.0449115,-2.3439724,-2.550496,0.36999172,-1.4450943,-3.0326009,-0.9327675,-0.5601215,-3.709451,-4.226591,-2.5819228,-1.0077013,-0.42142543,2.1617453,1.9474819,1.1518385,-1.4443831,-2.2787406,-3.2452953,-2.1618001,-1.4506545,-0.11410832,-2.5219204,-2.3650832,-3.9084318,-3.8705442,-1.7062382,0.094464496,-1.1461165,-0.12116797,-1.5721642,0.5989502,0.56418157,0.5175707,0.48885503,0.471946,0.46617442,0.46526605,0.46599826,0.4866466,0.48017612,0.4687363,0.47733894,0.49256024,0.4999788,0.5213538,0.5759844,0.6403598,0.6278622,0.59327024,0.5858177,0.577561,0.54818445,0.53115535,0.5336832,0.52525747,0.5170066,0.49233937,0.48787203,0.52031577,0.53733057,0.53090847,0.5263306,0.51654744,0.52367276,0.54397076,0.5707678,0.5912849,0.5974514,0.6025265,0.6115466,0.62242657,0.6212054,0.5954902,0.57863766,0.58732164,0.6052665,0.62458724,0.61589086,0.61602294,0.62049806,9.0654955,2783.683183408694
94,Три дня дождя + тринадцать карат type beat мир без тебя.mp3,Alternative Rock,Sad,"тринадцать карат, три дня дождя, alternative rock",140,E,minor,-135.3502,129.32742,14.640596,43.601463,16.953894,24.280777,-1.4420865,16.604677,0.3714171,11.190473,-2.8361917,2.9008863,-8.61846,1.4792544,-8.500458,0.25459927,-5.3210254,3.6456988,-0.21082912,0.05388039,-6.554986,1.2581972,-0.2829704,3.6061032,-2.4589343,-2.9537797,-6.4757237,-2.3252795,-2.2319763,-0.3975373,-0.65204406,3.0448735,3.091998,2.3025346,1.5606159,-1.3684446,-3.5989962,-3.966286,-2.1470182,-1.0281034,-1.3438399,-2.5047755,-2.0097601,-2.789915,-1.1941466,-0.7943877,1.9024203,-0.1323511,-0.05405647,-1.1751221,0.66602695,0.61278534,0.55192596,0.4971838,0.47007042,0.43881622,0.39595333,0.37920463,0.37539607,0.35924712,0.35930797,0.37873054,0.4221596,0.4492561,0.48463157,0.5179414,0.5369751,0.54077,0.5318918,0.51840305,0.5016917,0.47311503,0.43623883,0.4074994,0.4075244,0.42464116,0.39921942,0.3758177,0.37734336,0.39933622,0.40527323,0.38422677,0.37632567,0.37899634,0.37601534,0.37165415,0.383705,0.38744602,0.3878454,0.40912193,0.44923913,0.48435697,0.48857874,0.5098599,0.5479911,0.6064317,0.6817334,0.6651761,0.65712947,0.66324157,19.191372,2629.266211149905
95,Три дня дождя X кишлак X Cupsize Type Beat - 140 Bpm D major.mp3,"Club, Alternative Rock, Pop Rock","Dark, Crazy, Energetic, Crunk","type beat кишлак, type beat cupsize, три дня дождя type beat",140,F#,minor,-195.59465,154.47697,5.0118413,30.41733,0.44710785,26.603453,-0.9571765,1.0729069,1.4261299,5.710976,-0.31020734,1.9730788,-1.4938906,1.201401,2.8918936,-2.504207,-5.5008907,-6.438441,-0.4737262,-6.3560276,-3.1352098,-4.106035,-0.5297269,-1.392188,-1.0542284,-1.0045596,-1.7140574,0.34836623,3.4084568,3.220046,3.3348007,0.87580246,-3.6196456,-3.407298,-2.4693942,-0.83407944,-4.3800654,-2.925812,-3.702349,-3.4151084,-3.5790663,-1.9729166,2.0700142,2.4170525,0.91357887,-0.28273705,-0.74357045,-1.5716575,-2.8952265,-2.6844528,0.38143408,0.38707125,0.40590036,0.4423975,0.5012884,0.5445565,0.54090476,0.5345004,0.5457979,0.53136086,0.49376893,0.45303884,0.40901065,0.37558234,0.3645139,0.37204275,0.38533697,0.39954317,0.40104595,0.39320338,0.39546734,0.40085208,0.40710285,0.4263874,0.4689711,0.50309706,0.50263816,0.4910465,0.47451153,0.46057603,0.4445776,0.42943275,0.41643354,0.41457504,0.41822055,0.4258703,0.4342885,0.4410885,0.44563946,0.42423627,0.39803472,0.38134304,0.3724361,0.3636229,0.3622849,0.3753677,0.3871141,0.38061625,0.36933413,0.37474236,9.344139,1976.3927968729
96,Три дня дождя X кишлак X Cupsize Type Beat - 150 Bpm B Minor.mp3,"Club, Alternative Rock, Pop Rock","Dark, Crazy, Energetic, Crunk","type beat кишлак, type beat cupsize, три дня дождя type beat",172,B,minor,-165.14738,130.44994,-8.785099,40.439926,-4.182383,30.702969,-2.0304096,19.521027,-0.8225388,11.495742,-0.48458073,10.651916,1.5713838,2.7881248,-1.260712,-4.006588,-0.852219,-4.3363953,6.277943,-2.1348374,1.5825247,-3.1486623,6.1201515,0.38901615,2.1383443,-3.0024314,-1.7948016,-3.4943085,-1.8360196,-4.146058,-4.9559183,-1.3204905,-0.676154,3.1832232,-1.4120466,2.7745473,-4.109255,-4.723688,-6.0833545,-0.39039516,0.013884934,0.8626136,0.057699263,-1.0223656,-1.1723195,-0.17097557,-0.015422041,-0.9654745,0.72533524,-1.5939006,0.5713112,0.55644757,0.53692204,0.51895106,0.5072929,0.4886278,0.46686238,0.44976884,0.43781975,0.42580664,0.41508713,0.41171974,0.41117823,0.39596415,0.38843772,0.39354852,0.40369567,0.40606806,0.40490046,0.4109074,0.4126004,0.41628265,0.43470684,0.468424,0.52285254,0.58163226,0.5974302,0.58549803,0.5796394,0.5843889,0.57148695,0.5315998,0.49617493,0.47573432,0.46128312,0.45586908,0.4573865,0.460868,0.46286362,0.46674138,0.4748991,0.48385856,0.50492585,0.52723956,0.55478454,0.59556884,0.63478625,0.64315456,0.6077965,0.5850805,6.016623,2890.566066588374
